endpoint_id,total_events,threats_found,threats_cleaned,scan_duration,cpu_usage_avg,false_positive
endpoint_104,22,128.0,91.0,705.6363636363636,20.96727272727273,0
endpoint_1040,19,145.0,186.0,479.1578947368421,15.774736842105265,0
endpoint_10400,9,41.0,29.0,362.44444444444446,10.413333333333334,0
endpoint_10402,8,75.0,100.0,1428.25,23.145,0
endpoint_10403,11,60.0,132.0,954.4545454545455,18.37909090909091,0
endpoint_10407,7,120.0,92.0,1214.7142857142858,14.272857142857145,0
endpoint_1041,13,71.0,50.0,660.3846153846154,8.98923076923077,0
endpoint_10410,20,270.0,295.0,892.7,20.8775,0
endpoint_10411,16,185.0,149.0,1009.5625,26.920624999999998,0
endpoint_10413,10,102.0,103.0,747.8,25.022,0
endpoint_10414,7,33.0,25.0,402.42857142857144,24.859999999999996,0
endpoint_10415,16,183.0,84.0,556.375,19.85,0
endpoint_10416,19,121.0,256.0,241.68421052631578,24.109473684210528,0
endpoint_10417,13,131.0,170.0,623.7692307692307,26.21,0
endpoint_10418,32,440.0,365.0,804.9375,22.5096875,0
endpoint_10419,13,178.0,160.0,903.3076923076923,30.25076923076923,0
endpoint_1042,13,148.0,124.0,892.8461538461538,17.62076923076923,0
endpoint_10421,6,63.0,45.0,549.8333333333334,25.419999999999998,0
endpoint_10423,22,140.0,262.0,653.1363636363636,20.94818181818182,0
endpoint_10424,11,94.0,82.0,520.7272727272727,15.67090909090909,0
endpoint_10426,20,195.0,206.0,446.45,21.2465,0
endpoint_10434,10,159.0,81.0,917.8,21.500999999999998,0
endpoint_10435,19,139.0,151.0,804.0,17.545263157894738,0
endpoint_10436,19,157.0,196.0,1121.0526315789473,22.699473684210528,0
endpoint_10438,8,70.0,95.0,539.875,15.79375,0
endpoint_10439,11,115.0,56.0,984.9090909090909,22.165454545454544,0
endpoint_1044,24,198.0,235.0,636.0833333333334,16.23875,0
endpoint_10440,20,237.0,212.0,675.3,17.417499999999997,0
endpoint_10442,12,58.0,51.0,549.5833333333334,13.188333333333333,0
endpoint_10444,15,158.0,107.0,937.2,14.919999999999998,0
endpoint_10445,17,118.0,129.0,734.5294117647059,14.785882352941178,0
endpoint_10447,7,82.0,78.0,1359.857142857143,27.937142857142856,0
endpoint_10449,19,337.0,235.0,1056.157894736842,27.19105263157895,0
endpoint_1045,22,228.0,185.0,493.04545454545456,15.930909090909092,0
endpoint_10450,14,121.0,139.0,873.2857142857143,32.10285714285714,0
endpoint_10452,14,177.0,104.0,789.5,18.47,0
endpoint_10453,6,16.0,38.0,1415.1666666666667,17.333333333333332,0
endpoint_10454,5,31.0,21.0,806.4,24.378,0
endpoint_10458,7,91.0,118.0,1217.4285714285713,32.70142857142857,0
endpoint_1046,34,425.0,375.0,822.1764705882352,23.884117647058826,0
endpoint_10460,9,46.0,74.0,651.3333333333334,19.45111111111111,0
endpoint_10461,11,113.0,72.0,608.1818181818181,22.827272727272728,0
endpoint_10462,28,318.0,260.0,912.7857142857143,20.124285714285715,0
endpoint_10463,8,83.0,33.0,318.25,18.9925,0
endpoint_10464,5,83.0,52.0,1037.4,22.119999999999997,0
endpoint_10465,34,244.0,268.0,653.7647058823529,19.471176470588233,0
endpoint_10467,15,153.0,195.0,1252.5333333333333,26.045333333333335,0
endpoint_10469,23,224.0,209.0,832.9565217391304,26.92130434782609,0
endpoint_1047,9,102.0,78.0,520.3333333333334,8.581111111111111,0
endpoint_10471,8,53.0,70.0,298.25,16.94375,0
endpoint_10472,21,225.0,249.0,825.4761904761905,25.258095238095237,0
endpoint_10473,25,293.0,190.0,680.92,15.0156,0
endpoint_10474,9,199.0,120.0,1226.5555555555557,29.675555555555555,0
endpoint_10476,12,81.0,154.0,631.9166666666666,18.029166666666665,0
endpoint_10479,7,111.0,52.0,779.1428571428571,26.52,0
endpoint_10480,11,204.0,252.0,1526.3636363636363,36.017272727272726,0
endpoint_10484,10,157.0,114.0,1059.0,12.947999999999999,0
endpoint_10485,56,719.0,530.0,693.8392857142857,23.434285714285714,0
endpoint_10486,13,255.0,180.0,1345.1538461538462,27.70307692307692,0
endpoint_10489,13,161.0,117.0,1180.6153846153845,24.826923076923077,0
endpoint_1049,11,46.0,107.0,1081.4545454545455,20.216363636363635,0
endpoint_10490,9,110.0,74.0,619.2222222222222,30.97555555555555,0
endpoint_10493,13,249.0,154.0,1149.4615384615386,25.696923076923078,0
endpoint_10494,6,113.0,67.0,631.0,19.823333333333334,0
endpoint_10495,8,65.0,120.0,1202.125,21.20625,0
endpoint_10496,15,116.0,120.0,637.2,19.390666666666668,0
endpoint_10497,7,23.0,5.0,439.85714285714283,6.908571428571428,0
endpoint_10498,11,114.0,82.0,492.3636363636364,9.909999999999998,0
endpoint_10500,20,105.0,89.0,435.7,7.602500000000001,0
endpoint_10501,10,125.0,183.0,1280.0,25.27,0
endpoint_10502,9,96.0,132.0,1261.6666666666667,29.220000000000002,0
endpoint_10504,8,147.0,148.0,1192.5,28.14,0
endpoint_10506,6,0.0,0.0,0.0,0.0,0
endpoint_10507,22,203.0,238.0,755.6363636363636,21.94409090909091,0
endpoint_10509,22,214.0,166.0,693.6363636363636,15.984545454545453,0
endpoint_1051,6,49.0,79.0,646.8333333333334,22.34,0
endpoint_10510,7,81.0,106.0,498.85714285714283,36.839999999999996,0
endpoint_10512,33,396.0,269.0,708.939393939394,23.272727272727273,0
endpoint_10515,23,338.0,240.0,1129.1304347826087,24.105652173913047,0
endpoint_10516,11,101.0,118.0,505.1818181818182,20.776363636363637,0
endpoint_10518,14,165.0,69.0,686.9285714285714,23.997857142857146,0
endpoint_1052,7,105.0,40.0,1368.7142857142858,19.419999999999998,0
endpoint_10520,12,159.0,102.0,572.4166666666666,23.485833333333332,0
endpoint_10521,17,161.0,140.0,615.8823529411765,20.038235294117644,0
endpoint_10522,9,124.0,152.0,1281.6666666666667,27.505555555555556,0
endpoint_10523,20,261.0,242.0,808.45,25.425,0
endpoint_10524,14,77.0,71.0,303.5,14.74,0
endpoint_10525,25,404.0,373.0,923.68,21.991999999999997,0
endpoint_10527,5,93.0,62.0,878.2,26.968,0
endpoint_1053,4,0.0,0.0,0.0,0.0,0
endpoint_10530,14,106.0,114.0,534.7857142857143,16.25714285714286,0
endpoint_10533,9,58.0,16.0,50.44444444444444,13.886666666666667,0
endpoint_10535,10,56.0,56.0,450.9,17.776,0
endpoint_10536,10,10.0,23.0,205.6,4.143,0
endpoint_10537,14,78.0,109.0,526.9285714285714,15.615714285714287,0
endpoint_10538,12,113.0,55.0,1147.5,18.664166666666667,0
endpoint_1054,15,76.0,138.0,462.06666666666666,10.55,0
endpoint_10541,19,123.0,137.0,418.36842105263156,8.886842105263158,0
endpoint_10543,11,124.0,117.0,379.45454545454544,20.812727272727273,0
endpoint_10545,4,77.0,65.0,937.0,32.225,0
endpoint_10546,6,33.0,20.0,474.1666666666667,12.323333333333332,0
endpoint_10547,8,61.0,66.0,610.0,12.9625,0
endpoint_10549,17,270.0,118.0,1012.5294117647059,22.774117647058823,0
endpoint_10551,3,39.0,35.0,579.0,18.75,0
endpoint_10552,6,95.0,68.0,421.1666666666667,27.073333333333334,0
endpoint_10555,10,59.0,137.0,840.6,25.948,0
endpoint_10557,9,104.0,64.0,706.1111111111111,11.626666666666667,0
endpoint_10558,10,112.0,63.0,348.1,9.7,0
endpoint_10560,7,64.0,42.0,201.28571428571428,11.574285714285713,0
endpoint_10561,9,107.0,36.0,1270.4444444444443,39.32111111111111,0
endpoint_10562,25,325.0,254.0,669.2,23.663200000000003,0
endpoint_10563,8,59.0,47.0,226.375,9.3925,0
endpoint_10565,14,97.0,82.0,245.42857142857142,9.492857142857142,0
endpoint_10567,14,171.0,84.0,613.7142857142857,22.98857142857143,0
endpoint_10569,11,82.0,85.0,775.7272727272727,14.47272727272727,0
endpoint_1057,4,118.0,91.0,1666.25,63.2225,0
endpoint_10570,22,276.0,149.0,693.5909090909091,22.25272727272727,0
endpoint_10572,13,122.0,119.0,782.8461538461538,18.09923076923077,0
endpoint_10573,14,108.0,142.0,785.4285714285714,25.632857142857144,0
endpoint_10574,20,161.0,142.0,385.35,14.111,0
endpoint_10575,22,221.0,158.0,937.0909090909091,21.780454545454546,0
endpoint_10578,11,242.0,234.0,1307.7272727272727,40.85818181818182,0
endpoint_10579,18,130.0,134.0,492.3333333333333,13.668333333333333,0
endpoint_1058,15,149.0,267.0,951.5333333333333,33.168,0
endpoint_10580,13,126.0,95.0,654.6923076923077,20.205384615384617,0
endpoint_10581,19,166.0,111.0,503.57894736842104,12.963684210526315,0
endpoint_10583,9,165.0,124.0,741.5555555555555,31.20777777777778,0
endpoint_10584,9,96.0,75.0,818.1111111111111,7.845555555555555,0
endpoint_10585,15,128.0,145.0,729.6,20.493333333333332,0
endpoint_10586,6,93.0,41.0,947.5,24.823333333333334,0
endpoint_10588,9,160.0,109.0,1182.4444444444443,27.421111111111113,0
endpoint_10589,23,205.0,194.0,737.6086956521739,13.476086956521739,0
endpoint_10592,9,40.0,71.0,356.1111111111111,8.92111111111111,0
endpoint_10595,12,101.0,67.0,1030.4166666666667,18.198333333333334,0
endpoint_10596,15,131.0,122.0,604.8666666666667,21.325333333333333,0
endpoint_10597,8,23.0,52.0,837.0,18.96625,0
endpoint_10598,12,129.0,106.0,854.0833333333334,25.377499999999998,0
endpoint_106,10,112.0,99.0,790.2,23.75,0
endpoint_10600,29,247.0,139.0,540.4827586206897,16.10896551724138,0
endpoint_10601,15,194.0,241.0,1481.2,33.452,0
endpoint_10602,12,208.0,172.0,1325.5833333333333,28.735,0
endpoint_10605,12,82.0,107.0,600.5,24.583333333333332,0
endpoint_10606,13,101.0,117.0,749.8461538461538,14.263076923076925,0
endpoint_1061,9,91.0,131.0,936.5555555555555,17.03666666666667,0
endpoint_10610,7,95.0,38.0,700.2857142857143,22.44857142857143,0
endpoint_10612,32,370.0,366.0,757.4375,20.0834375,0
endpoint_10613,21,301.0,132.0,932.8571428571429,36.848571428571425,0
endpoint_10615,16,131.0,172.0,859.5,26.301875,0
endpoint_10616,12,111.0,106.0,377.8333333333333,20.345833333333335,0
endpoint_10618,13,125.0,82.0,674.7692307692307,17.11,0
endpoint_1062,4,31.0,2.0,688.5,21.3025,0
endpoint_10620,24,179.0,141.0,420.0,11.92375,0
endpoint_10621,20,288.0,186.0,825.25,26.85,0
endpoint_10624,22,262.0,273.0,1034.2272727272727,24.41818181818182,0
endpoint_10625,10,64.0,80.0,614.3,12.986,0
endpoint_10630,8,62.0,80.0,998.875,12.75875,0
endpoint_10635,17,223.0,228.0,884.5294117647059,29.493529411764705,0
endpoint_10636,18,159.0,121.0,751.7222222222222,18.69,0
endpoint_10638,19,205.0,264.0,650.1052631578947,23.531052631578945,0
endpoint_10639,10,65.0,61.0,677.2,18.554,0
endpoint_1064,17,206.0,160.0,906.3529411764706,20.93294117647059,0
endpoint_10640,17,93.0,98.0,352.1764705882353,15.560588235294116,0
endpoint_10641,8,94.0,138.0,1108.75,27.04625,0
endpoint_10645,10,147.0,154.0,801.4,32.771,0
endpoint_10648,18,60.0,137.0,520.3333333333334,7.109444444444445,0
endpoint_1065,17,154.0,218.0,625.2352941176471,30.754705882352944,0
endpoint_10650,14,171.0,140.0,590.5714285714286,21.919285714285714,0
endpoint_10652,11,32.0,86.0,100.72727272727273,4.735454545454545,0
endpoint_10656,12,82.0,102.0,350.3333333333333,13.640833333333333,0
endpoint_10657,20,156.0,127.0,640.3,14.618500000000001,0
endpoint_1066,32,438.0,351.0,912.375,19.889375,0
endpoint_10660,14,166.0,177.0,1098.2857142857142,28.607142857142858,0
endpoint_10664,13,100.0,29.0,523.4615384615385,19.76153846153846,0
endpoint_10665,19,199.0,222.0,1137.1052631578948,23.529473684210526,0
endpoint_10666,20,137.0,169.0,936.1,12.51,0
endpoint_10667,5,0.0,0.0,0.0,0.0,0
endpoint_10670,16,135.0,131.0,828.0,17.763749999999998,0
endpoint_10674,18,166.0,159.0,661.1666666666666,19.416666666666668,0
endpoint_10676,12,87.0,85.0,355.5,13.140833333333333,0
endpoint_1068,9,148.0,122.0,1313.5555555555557,32.864444444444445,0
endpoint_10680,12,59.0,76.0,492.4166666666667,13.1475,0
endpoint_10682,22,304.0,177.0,900.3636363636364,29.853181818181817,0
endpoint_10683,10,52.0,85.0,786.4,20.661,0
endpoint_10684,11,129.0,111.0,898.3636363636364,23.157272727272726,0
endpoint_10686,4,73.0,58.0,1550.0,21.62,0
endpoint_10687,23,224.0,162.0,825.4782608695652,10.512608695652174,0
endpoint_10688,9,99.0,117.0,1550.6666666666667,24.452222222222222,0
endpoint_10690,16,176.0,139.0,490.875,22.886875000000003,0
endpoint_10693,11,129.0,71.0,853.6363636363636,16.063636363636363,0
